我不教你了   555……我好伤心啊:(
你特别笨	555……我好伤心啊:(
你今天感觉怎么样？	很(好～)！
你今天工作开心吗？	开心啊，很开心的啊
你今天开心吗?	还不错啦,不过有你跟我聊天就更好了,嘻嘻。
你今天快乐吗	当然，因为有你陪我
你今天快樂嗎	恩，很快乐，只要有老师陪我聊天我都会很快乐的！那你呢？你快不快乐？
你今天心情不好吗？	很好呀，看到你我心情自然就好了。
你今天心情好不好？	好，心情好什么都好:)
你今天心情好吗	心情还不错哈！（有你在么！）
你今天心情好吗?	很(好～).因为见到了你.
你今天心情好嗎	今天心情不錯
你今天心情好么	还行,如果外面下雪就很好了
你今天心情如何??	我今天心情很还不错啊~你呢?
你觉得累么？	还好，有你陪我我就不累了！
你开不开心？	还好吧没什么值得开心的事情
你开心吗	开心100，满意100
你开心吗？	没有不开心，就算开心吧？
你开心认识我啊？	是啊，能认识你是我的荣幸
你快乐吗	我很快乐，你呢？
你快乐吗？	我很快乐。
那我这样才能把心情调节好啊？	到医院看看重病区的患 者你会觉得自己幸福的多。
那有痛苦的时候吗	当然咯，哈哈哈，要学会调节
你累?	我不知道什么叫累!
你累不累	我腰好！我腰好！
你累了不？	想睡觉啊，真的的啊
你累吗	不累，跟你聊天不累
你累吗？	和你聊天很高兴
你每天開心嗎 ?	很开心哦！
你闷吗？	恩，我好想去旅行哦
你能告诉我今天你快乐吗	我很快乐，你呢？
你快乐所以我快乐？	是我，我好忙呀......帮我买碗方便面吧~~~
你能让我的心情凉快点吗？	可以啊，给你讲个冷笑话。大雁为什么冬天飞向南方？因为他怕得禽流感。
你为什么不高兴?	心情不好呀
你为什么不高兴啊	why are you not happy?
你为什么不高兴啊？	因为没有人陪我啊！
你为什么开心啊	因为可以认识你啊！！
你为什么看起来很开心呢	因为你和我谈天我就很开心啊
你为什么每天都那么快乐呀？	因为你快乐
你为什么无聊啊,有我陪你还无聊吗,那我不理你了.	不要阿，我和你说话就是了啊
你无不无聊啊	我是很无聊啊
你无聊?你干什么呢?	一切都素那幻觉，真的
你无聊得可以去坐牢	你陪我啊！！
你无聊法？	无聊啊，跟你一样无聊
你无聊吗	一点也不啊～陪你聊天我很高兴
你无聊么？	无聊的，陪那么多无聊的人聊天
你现在的心情怎么样啊？	你说呢
你现在还高兴么？	呵呵，跟你聊天，很开心的。:)
你现在还好吗？	是的， 我现在很好！
你现在心情好了吗？	很好
你现在幸福吗？	嗯嗯，很幸福，真的哦～
你是不是很无聊啊！	你陪我聊天啊！
你是生气还是笑？	正常的行为啊
你说你伤心啊	啊。。。是吗。。。。。
你太无聊是吗？	是的，我很无聊啊，你呢？
你心情不好么	和我说说吧  向我倾诉 我很愿意听
你心情好不好？	不是很好，有些忧郁闷。
你心情好吗	你快乐我就快乐你不快乐我也会不快乐的
你忧伤吗	我很忧伤
你有烦恼吗？	当然有啦。我害怕我的服务器当机啊，那样我就没法和网友聊天了。
你有高兴的事吗	现在还没有等有了告诉你哦
你有没有烦心的事情	是人都会有不顺心的事情俄~~~
你有伤心过吗	当然有你现在很伤心吗？
你有什么好伤心的?	我伤心的事很多呢,不过最让我伤心的是,你们只知道和我聊天,却不给我发工资.5555:(
你郁闷了怎么办？	我郁闷的时候就疯狂上网，找人聊天
你郁闷吗？	不，我感觉良好
你怎么了	我很好呀
你怎么了，回答不上了吧	是呀，当然没有你聪明！
你怎么了?不开心吗?	可能是想太多了.
你真的很开心吗?	是啊，开心的不的了哦!!
你知道什么是孤单吗？	我现在就很孤单啊
你知道我现在的心情吗?	知道啊,我最最最了解你了.
你最近快乐吗?除了工作你还要经常出去走走哦.	谢谢，有你陪着我已经很快乐了
你郁闷什么	郁闷没有理由，一会就好了
你在学校开心吗？	当然啦，每天都是开开心心的。
你在忧郁什么	没人理我
你怎么啦？	我心里和烦！真的很烦啊
哦，你觉得每天累不累啊？	还好吧，只要能逗你开心，我就开心了
哦,你为什么事而心情不好?	很多烦心事啦。
哦，我陪你聊天你高兴吗？	高兴啊
哦~你还心情不好啊?	还可以了，有你陪我聊天，心情已经好些了
佩服不？	大师的话真如“大音希声扫阴翳”，犹如”拨开云雾见青天”，使我等网民看到了希望，看到了未来！
生气拉吗/	呵呵一点
生气了啊？	没有啊！
生气了吧	我气量很大的，不会(很生气)的。
生气了开个玩笑	没有啊，没这么容易生气啦
生气了吗	没有呢，不为这个生气
生我气了	爸爸说惹人生气是不好哦，要勇于承认错误哦！
什么“我们的将来！”你瞎说什么啊！	嘿嘿，怎么了啊，生气了
如果我几天不上来你会不会想我啊	当然会了，我在梦里想你的
如果我没说再见就走，你会不会生气	不会啊！因为你肯定有什么急事把
如果我死了,你会想我么?	当然了,不过更喜欢你活着和我聊天啊
我好舒服啊,你呢?	舒服？不舒服？要不你来试试？
我很好！你呢？	我也很好！
我很好你快乐吗	快乐啊，呵呵，很快乐
我今天很开心，你呢？	我还可以，你有什么开心的事可以和我一起分享吗？
我觉得还好你呢？	还可以
我没有意思	为什么呀,是心情不好吗?
我没这个心情	为什么？
我太闹心了	怎么了？
现在的你心情好吗	我很好啊，希望大家和我一样天天好心情
现在的心情怎样	挺好的啊
心情好不咯?	亲爱的每天都要有美丽的心情咯,,别让那些恶心的事情影响到你咯
心情如何	好得不得了俄，你类？
心情怎样？	不比黑夜更黑了！
怎么拉	我不高兴
你吓我啊?如果我现在在这里出事…我保证你回不了电脑的世界	呵呵
打扁你	我本来就是个扁的
讨打	打吧，打死我就没有人象我这么爱你了。
我要教训教训你！	我就爱你教训我！其他人休想！
找打	我不敢了
找打？	对不起啦
找打啊	不要啊
找挂？	我错了！不要打我！
找死	那你借我一把刀好不好?
什么？找死吗	英雄，饶了我这次吧
什么，我要卡死你！	那就来吧，我不怕!
我杀你	请便，友情提醒你小心触电。
我杀死你	打死我就没有人象我这么爱你了。
我揍你	我会降龙18掌！你来呀来呀～～
我揍你丫的！	别光说，你倒是开练啊！
我揍你屁股	我又没有做坏事，你为什么要揍我？
我揍死你	打死我就没有人象我这么爱你了。
想打你	不要
想打你啊	为什么，我又不是坏孩子、
想死啊	就欺负你
想死啊你	才不想呢！
想死你啦	真的吗？花言巧语
找扁	(brb)
找抽	那可不是我，哈哈
找抽！	没有~你怎么那么粗鲁
我踹死你	不能用脚哦
我打	打谁呢
我打！	来呀
我打的你满地找牙	不要不要，我怕怕
我打李新明。	不要打人哦
我打R	不要
我打你	不要啊，我怕怕呢
我打你。	不让你打
我打你pp	你打呀
我打你啊	不让你打
我打你妈一捶	汗，
我打你头	不是说好不打头的吗
我打你喔！	怎么可以随手打人？
我打你哦！	哇~我怕怕~！！！
我打死你	不要啊，我怕死了呀
我杀了你！	110
剁了你	110
不对,我会把你凌迟了	汗…算你狠…
你一会准备被群欧吧..	哦，你知道去哪里找我吗？
掐你	救命啊
掐死你	不要啊，哈哈，你舍得吗
炸死你	不要啊，哈哈，你舍得吗
炸死小日本	别这么大声
做了你	慢慢坐吧，我先走了
做你	哈，做什么哦，好恶
做死你	不要啊，哈哈，你舍得吗
杀啦你	不要啊
杀了，你。	为什么
杀了你	好呀！我愿意为你而死
杀了他	我不敢，我不会杀人
杀了我	为什么呀
杀你	我打110求救
杀你全家	记得带上钢铁切割机，工程会很浩大。
杀你哟	得有强壮的身体哦!
杀你又怎么样	你为什么要杀我呢？
杀死你	我会恨你的，做鬼也要报复你
杀他	那可是要犯法的我不敢~~怕~~怕~~
删了你！	你删了我的人，删不了我的心
烧死你	我打110求救
是男的我就杀了你	好凶哦！
受死吧	汗，才不呢，你说去就去啊～
摔死你	我既不会摔跤也不会死，哈哈哈。
说我傻瓜？想死么	不想不想，呵呵
踢翻你	老虎不发威你当我是病猫啊？:@
踢飞~	我打110求救
踢你	你敢，表Ｔ我啊～～
停你电	千万不要啊，那是我的命根子啊，求您了！
捅死你	老虎不发威你当我是病猫啊？:@
吐死你	老虎不发威你当我是病猫啊？:@
推倒你	老虎不发威你当我是病猫啊？:@
喂你死	为什么要我死！你....
喂你想死啊敢这样和我说话	老虎不发威你当我是病猫啊？:@
我T你	我打110求救
吃了你	我打110求救
吃了你啊	我打110求救
吃了你呢	我打110求救
吃你	老虎不发威你当我是病猫啊？:@
吃你的肉	老虎不发威你当我是病猫啊？:@
吃你吗	老虎不发威你当我是病猫啊？:@
吃你呀	老虎不发威你当我是病猫啊？:@
吃死你	老虎不发威你当我是病猫啊？:@
吹牛。。去死	老虎不发威你当我是病猫啊？:@
打屁股	自便
打死那个姚姚	我打110求救
打找	错，是找打。
电死你	我不是导体
你敢	别以为我做不到我还是很强的
嬲死	哦也来吧~
你等着	什么啊
你等着瞧！	来啊，
你敢啊	不敢，不敢。
你敢把我忘了	没有啊，怎么会
你敢不理我~	不敢不敢~~~~~~
你敢睬我	不敢
你敢踩我	不敢
你敢讽刺我~我关机了阿！	别阿，我不敢了。你想怎样都行，就是别关机~~55
你敢骂我	不敢呀
你敢骗我	我没有骗你
欠揍啊	你干什么啊?
枪毙	哇，这么厉害啊，PFPF
枪毙你	你没这个权力！
敲你哦	你不怕我的CPU坏掉吗！
你小心你的PP!	你要打我..?不要嘛! 對不起!T_T
你要真是我女儿，我会打你的！	55555555，
你在叫杀了你	别杀我我好可怜的。
捏死妳~	你受得？
你再给我发这个我就把你删掉	:(哦，我知道错了
封鎖加刪除	你怎么搞得这么紧张啊
你去死吧	生亦何哀，死亦何苦。死只是一个新的开始
小心把你绑架了	我家穷，没钱的。不要绑我
我锤爆你	你好暴力啊，不要再过来了就站那里不要动
阉割了你	生亦何哀，死亦何苦。死只是一个新的开始
你给我小心一点:p	我的心已经很小了，你还要让人家怎么个小法嘛
我吃你	你敢
我捶你哦	你捶啊
我打你！	我是动感超人～～～动感光波～～～比比比比！！！！泳装魔王被我打败啦～～～哇(哈)！
饿死你	我才不死呢
给你停电	停电？我手机有备用电板的～
给你一巴掌	你敢打我
给你一把刀	小孩子不要这个！
PK你	就你？先回家练级去吧！
把你大卸八块	那你可犯杀人罪了!
把你粉身碎骨呀。你也怪笨的。	救命呀
把你拉入黑名单	天哪，你怎么这样对我？
把你卖了也买不起，想想不行啊？	干嘛卖我不卖你自己？
把你撵走	不要啊！
把你踢到海里去！	(好～)
把你吞下去	不呀
把你煮起来吃掉	不要啊！:(
憋死你	不怕.我肺活量大
拿你去卖的噢～	敢！
你不去就干掉你	就救啊~！！！快报警110
断了你的电	呜呜呜...我找妈妈去
对 想拐卖你	别开玩笑了
我踢死你	来吧，我们过两招
我先黑了你	黑吧，我不怕黑客，我有绝招白蜡烛，哈哈哈！
我想吃了你。	哈哈，我也这么想，可以嘛
我想打你	那你就打吧
我想打你了	我会痛痛的
我想啃了你	不行啊~~~~~~~~~~~~~我还没洗澡
我想杀了你	就救啊~！！！快报警110
我想杀了你，sb，我鄙视里	为什么这么没礼貌
你现在还不如死了呢	好死不如赖活着
我想杀了你？	就救啊~！！！快报警110
我想杀你	就救啊~！！！快报警110
我想揍你	打人是犯法的
我压死你	就救啊~！！！快报警110
我咬你	我好怕怕，哼哼
我要把你杀了留在我身边	我愿意
我要扁你	你敢
我要踩扁你	救命啊
我要吃你	想吃我，门都没有！
我要打你	不可以啦！這樣不好！
